epoch,loss_train/mse_loss,loss_train/stft_loss_magnitude,loss_train/stft_loss_spectral_convergence,loss_train/total_loss,loss_val/mse_loss,loss_val/stft_loss_magnitude,loss_val/stft_loss_spectral_convergence,loss_val/total_loss,metrics/MAE_test,metrics/MAE_val,step
0,,,,,0.14544136822223663,2.9048612117767334,1.0284165143966675,4.078719139099121,,0.3044930696487427,1
1,,,,,0.10577023774385452,2.666412591934204,1.0057017803192139,3.7778844833374023,,0.25600773096084595,3
2,,,,,0.09423743188381195,2.5823798179626465,1.0777218341827393,3.7543392181396484,,0.24091370403766632,5
3,,,,,0.08751967549324036,2.5360260009765625,1.0775363445281982,3.7010819911956787,,0.23050229251384735,7
4,0.07160467654466629,2.896095037460327,1.0986689329147339,0.47108107805252075,,,,,,,9
4,,,,,0.07354246824979782,2.454463481903076,1.1611422300338745,3.689148187637329,,0.20793992280960083,9
5,,,,,0.08045240491628647,2.4366703033447266,1.1065592765808105,3.6236820220947266,,0.22079810500144958,11
6,,,,,0.0724470391869545,2.4079136848449707,1.1475727558135986,3.6279335021972656,,0.20853592455387115,13
7,,,,,0.06742161512374878,2.3934905529022217,1.2345589399337769,3.6954710483551025,,0.19821669161319733,15
8,,,,,0.07816396653652191,2.391434907913208,1.1121981143951416,3.5817971229553223,,0.21686719357967377,17
9,0.07926739752292633,2.30605149269104,1.1375230550765991,0.4236248731613159,,,,,,,19
9,,,,,0.06536281108856201,2.374014139175415,1.1996023654937744,3.638979434967041,,0.19714146852493286,19
10,,,,,0.05861286073923111,2.3621485233306885,1.312291145324707,3.7330524921417236,,0.1825105994939804,21
11,,,,,0.06664326041936874,2.357940673828125,1.1462104320526123,3.5707943439483643,,0.19830310344696045,23
12,,,,,0.07710471004247665,2.3357694149017334,1.0943844318389893,3.507258415222168,,0.21380166709423065,25
13,,,,,0.06581304222345352,2.310415744781494,1.179447054862976,3.555675983428955,,0.1966746598482132,27
14,0.07133045792579651,2.230858564376831,1.1578220129013062,0.41019850969314575,,,,,,,29
14,,,,,0.0668128952383995,2.284074068069458,1.1505346298217773,3.5014214515686035,,0.19771027565002441,29
15,,,,,0.06790772080421448,2.275416374206543,1.1681345701217651,3.5114586353302,,0.1999950259923935,31
16,,,,,0.06786924600601196,2.2543704509735107,1.1979485750198364,3.520188331604004,,0.20147643983364105,33
17,,,,,0.07386380434036255,2.254560708999634,1.1119623184204102,3.4403867721557617,,0.20961692929267883,35
18,,,,,0.07633723318576813,2.258462429046631,1.0982003211975098,3.433000087738037,,0.2127256542444229,37
19,0.06355271488428116,3.3098888397216797,1.0468028783798218,0.49922189116477966,,,,,,,39
19,,,,,0.076074980199337,2.244357109069824,1.135568618774414,3.456000804901123,,0.21577602624893188,39
20,,,,,0.061298783868551254,2.240697145462036,1.244945764541626,3.5469417572021484,,0.18864399194717407,41
21,,,,,0.062120914459228516,2.2200918197631836,1.3102115392684937,3.5924243927001953,,0.1875113993883133,43
22,,,,,0.07083877921104431,2.2078933715820312,1.1411643028259277,3.4198966026306152,,0.2046063095331192,45
23,,,,,0.07301848381757736,2.193401575088501,1.1166304349899292,3.3830504417419434,,0.20944367349147797,47
24,0.06304925680160522,2.921416997909546,1.0947954654693604,0.4646705090999603,,,,,,,49
24,,,,,0.07267235219478607,2.1898701190948486,1.1547366380691528,3.4172792434692383,,0.20701953768730164,49
25,,,,,0.0645793005824089,2.188891887664795,1.2142151594161987,3.467686176300049,,0.19381394982337952,51
26,,,,,0.06776347756385803,2.1691434383392334,1.194783091545105,3.431689977645874,,0.1990194469690323,53
27,,,,,0.0716371014714241,2.1683642864227295,1.1503249406814575,3.390326499938965,,0.2071131020784378,55
28,,,,,0.0726330429315567,2.176466703414917,1.0977733135223389,3.3468730449676514,,0.20893089473247528,57
29,0.06037040427327156,2.7544806003570557,1.088393211364746,0.4446578025817871,,,,,,,59
29,,,,,0.07188519090414047,2.194643974304199,1.1056252717971802,3.372154474258423,,0.20668664574623108,59
30,,,,,0.06721679121255875,2.2145824432373047,1.1652823686599731,3.4470815658569336,,0.19688831269741058,61
31,,,,,0.0690494179725647,2.2341744899749756,1.162027359008789,3.4652512073516846,,0.20337536931037903,63
32,,,,,0.07014695554971695,2.2570371627807617,1.158934235572815,3.4861183166503906,,0.20232582092285156,65
33,,,,,0.06956971436738968,2.2521965503692627,1.1751885414123535,3.496954917907715,,0.20058399438858032,67
34,0.05608747899532318,2.8341281414031982,1.1379226446151733,0.4532925486564636,,,,,,,69
34,,,,,0.0732097178697586,2.250370502471924,1.1712987422943115,3.4948790073394775,,0.20933447778224945,69
35,,,,,0.07170099765062332,2.2489702701568604,1.1527546644210815,3.47342586517334,,0.20504014194011688,71
36,,,,,0.0704856738448143,2.235201120376587,1.1498767137527466,3.455563545227051,,0.20303097367286682,73
37,,,,,0.06733141094446182,2.209937810897827,1.180659532546997,3.4579286575317383,,0.19933182001113892,75
38,,,,,0.06732118129730225,2.212319850921631,1.1964855194091797,3.4761266708374023,,0.19918908178806305,77
39,0.06289420276880264,2.331270694732666,1.1824315786361694,0.414264440536499,,,,,,,79
39,,,,,0.0654333233833313,2.2208783626556396,1.2090964317321777,3.495408058166504,,0.19722455739974976,79
40,,,,,0.06705055385828018,2.2077510356903076,1.1776392459869385,3.4524407386779785,,0.19918420910835266,81
41,,,,,0.06770883500576019,2.196955919265747,1.1626774072647095,3.427342176437378,,0.20091494917869568,83
42,,,,,0.06969486176967621,2.1914477348327637,1.1427751779556274,3.4039177894592285,,0.2037048637866974,85
43,,,,,0.07096857577562332,2.1796391010284424,1.1285786628723145,3.3791863918304443,,0.2047673761844635,87
44,0.05877239257097244,2.901458263397217,1.1058253049850464,0.4595007598400116,,,,,,,89
44,,,,,0.06968452781438828,2.182201862335205,1.1316601037979126,3.3835463523864746,,0.20309193432331085,89
45,,,,,0.07140874117612839,2.1907474994659424,1.1146063804626465,3.376762628555298,,0.20643635094165802,91
