epoch,loss_train/mse_loss,loss_train/stft_loss_magnitude,loss_train/stft_loss_spectral_convergence,loss_train/total_loss,loss_val/mse_loss,loss_val/stft_loss_magnitude,loss_val/stft_loss_spectral_convergence,loss_val/total_loss,metrics/MAE_test,metrics/MAE_val,step
0,,,,,0.24476666748523712,2.0021302700042725,0.7115557789802551,2.9584527015686035,,0.39532071352005005,8
1,0.26555824279785156,2.2754557132720947,0.7405643463134766,3.281578302383423,,,,,,,9
1,,,,,0.19033685326576233,1.9850988388061523,0.7120218873023987,2.8874573707580566,,0.3469163775444031,17
2,0.24566428363323212,1.6806364059448242,0.6737006902694702,2.600001335144043,,,,,,,19
2,,,,,0.20131021738052368,1.911562442779541,0.7118131518363953,2.82468581199646,,0.3572961390018463,26
3,0.1707380712032318,1.9849979877471924,0.8002693057060242,2.956005334854126,,,,,,,29
3,,,,,0.19149662554264069,1.8186203241348267,0.7292969226837158,2.7394139766693115,,0.34773942828178406,35
4,0.25308284163475037,1.530487060546875,0.8103424310684204,2.593912363052368,,,,,,,39
4,,,,,0.2155195027589798,1.7717596292495728,0.7198039293289185,2.707082986831665,,0.3674218952655792,44
5,0.17993848025798798,1.9205602407455444,0.7525843381881714,2.8530831336975098,,,,,,,49
5,,,,,0.20439714193344116,1.7595784664154053,0.6967830657958984,2.6607587337493896,,0.35827895998954773,53
6,0.2242204248905182,1.5973695516586304,0.6801333427429199,2.501723289489746,,,,,,,59
6,,,,,0.26049813628196716,1.7539764642715454,0.7636204361915588,2.778095245361328,,0.40631458163261414,62
7,0.1992338001728058,1.752621054649353,0.7425656914710999,2.694420576095581,,,,,,,69
7,,,,,0.2046905755996704,1.7364258766174316,0.7262837290763855,2.6674001216888428,,0.35853397846221924,71
8,0.20819108188152313,1.1630305051803589,0.6966649889945984,2.0678865909576416,,,,,,,79
8,,,,,0.19005951285362244,1.7253236770629883,0.6683089733123779,2.5836923122406006,,0.34840744733810425,80
9,0.17064371705055237,1.2502204179763794,0.712162435054779,2.133026599884033,,,,,,,89
9,,,,,0.1716427356004715,1.7214983701705933,0.7096409797668457,2.6027820110321045,,0.3309948444366455,89
10,,,,,0.19665080308914185,1.713024377822876,0.6619315147399902,2.5716066360473633,,0.3587999939918518,98
11,0.19947586953639984,1.2846845388412476,0.6137820482254028,2.097942352294922,,,,,,,99
11,,,,,0.18349634110927582,1.715604305267334,0.6878096461296082,2.5869102478027344,,0.34299635887145996,107
12,0.22168777883052826,1.2131625413894653,0.6426853537559509,2.077535629272461,,,,,,,109
12,,,,,0.19697467982769012,1.7102411985397339,0.6963428258895874,2.6035590171813965,,0.35551419854164124,116
13,0.2318645715713501,2.0095632076263428,0.7262892723083496,2.967717170715332,,,,,,,119
13,,,,,0.20049476623535156,1.7027579545974731,0.6918527483940125,2.5951054096221924,,0.35782456398010254,125
14,0.18612800538539886,1.4676254987716675,0.7198972702026367,2.3736507892608643,,,,,,,129
14,,,,,0.18697702884674072,1.694777011871338,0.6764046549797058,2.5581588745117188,,0.34732338786125183,134
15,0.21771830320358276,1.1672285795211792,0.6256524920463562,2.010599374771118,,,,,,,139
15,,,,,0.19196712970733643,1.6902292966842651,0.6538937091827393,2.536090135574341,,0.3524186313152313,143
16,0.20673063397407532,1.1342971324920654,0.597053050994873,1.9380807876586914,,,,,,,149
16,,,,,0.21107856929302216,1.694466471672058,0.6444551944732666,2.5500001907348633,,0.37331584095954895,152
17,0.19150711596012115,1.5163613557815552,0.6483880877494812,2.3562564849853516,,,,,,,159
17,,,,,0.1764235496520996,1.6999214887619019,0.6795259118080139,2.55587100982666,,0.3362012207508087,161
18,0.3459131121635437,1.8414084911346436,0.8100218772888184,2.9973435401916504,,,,,,,169
18,,,,,0.19527791440486908,1.6966793537139893,0.6529786586761475,2.544935941696167,,0.35545599460601807,170
19,0.18482792377471924,1.9864158630371094,0.8232446908950806,2.994488477706909,,,,,,,179
