epoch,loss_train/mse_loss,loss_train/stft_loss_magnitude,loss_train/stft_loss_spectral_convergence,loss_train/total_loss,loss_val/mse_loss,loss_val/stft_loss_magnitude,loss_val/stft_loss_spectral_convergence,loss_val/total_loss,metrics/MAE_test,metrics/MAE_val,step
0,0.03575148060917854,6.378895282745361,1.480858564376831,7.999114990234375,,,,,,,9
0,,,,,0.036120809614658356,6.033036708831787,1.2920185327529907,7.361176490783691,,0.15678028762340546,12
1,0.043933942914009094,6.099910259246826,1.1862058639526367,7.431889533996582,,,,,,,19
1,,,,,0.0590115562081337,5.753057956695557,1.136411190032959,6.948480129241943,,0.21216647326946259,25
2,0.06738739460706711,5.795085430145264,1.1199541091918945,7.072462558746338,,,,,,,29
2,,,,,0.1273135244846344,5.4294586181640625,1.05156409740448,6.608336448669434,,0.332322359085083,38
3,0.12914720177650452,5.555569171905518,1.0569322109222412,6.857311248779297,,,,,,,39
3,0.28843122720718384,4.845065593719482,1.0112756490707397,6.235044002532959,,,,,,,49
3,,,,,0.3376281261444092,5.125523567199707,1.0167499780654907,6.479901313781738,,0.564542293548584,51
4,0.3219197690486908,4.9159321784973145,1.0124551057815552,6.332866191864014,,,,,,,59
4,,,,,0.2608893811702728,5.082806587219238,1.0220749378204346,6.3657708168029785,,0.4922073483467102,64
5,0.2277388572692871,4.944132328033447,1.017391324043274,6.295648097991943,,,,,,,69
5,,,,,0.21541479229927063,5.072024345397949,1.027446985244751,6.314886093139648,,0.4435836672782898,77
6,0.21469901502132416,5.0590105056762695,1.0262041091918945,6.4151177406311035,,,,,,,79
6,0.2216559797525406,5.047183036804199,1.0120255947113037,6.382568836212158,,,,,,,89
6,,,,,0.2312965840101242,4.9966230392456055,1.0250953435897827,6.253015041351318,,0.4611636996269226,90
7,0.21775183081626892,4.606608867645264,1.018771767616272,5.951524257659912,,,,,,,99
7,,,,,0.215491384267807,4.901883125305176,1.0270376205444336,6.144412040710449,,0.4437941908836365,103
8,0.20168349146842957,4.582108497619629,1.0167598724365234,5.88520622253418,,,,,,,109
8,,,,,0.18677346408367157,4.8454909324646,1.030522346496582,6.062787055969238,,0.4103330671787262,116
9,0.17681528627872467,4.631839752197266,1.0287108421325684,5.943296432495117,,,,,,,119
9,0.17350374162197113,4.6284589767456055,1.0261077880859375,5.961797714233398,,,,,,,129
9,,,,,0.17615847289562225,4.745824813842773,1.0333811044692993,5.95536470413208,,0.39536619186401367,129
10,0.18387633562088013,4.752443313598633,1.0299732685089111,6.109874725341797,,,,,,,139
10,,,,,0.18324141204357147,4.706729888916016,1.0332762002944946,5.923247337341309,,0.4065611958503723,142
11,0.19340059161186218,5.088281631469727,1.0501052141189575,6.548989772796631,,,,,,,149
11,,,,,0.17156614363193512,4.531656265258789,1.0347082614898682,5.737931251525879,,0.38855093717575073,155
12,0.17259523272514343,4.521726608276367,1.039230465888977,5.97168493270874,,,,,,,159
12,,,,,0.16013243794441223,4.519131660461426,1.038421392440796,5.717685222625732,,0.37679949402809143,168
13,0.16799749433994293,4.487368583679199,1.0346239805221558,5.850719451904297,,,,,,,169
13,0.16288596391677856,4.314546585083008,1.0317721366882324,5.714906215667725,,,,,,,179
13,,,,,0.15644070506095886,4.378338813781738,1.0378519296646118,5.5726318359375,,0.3684659004211426,181
14,0.14965926110744476,4.0898542404174805,1.028933048248291,5.470266342163086,,,,,,,189
14,,,,,0.14856019616127014,4.265811920166016,1.0386406183242798,5.453012466430664,,0.35207128524780273,194
15,0.14041389524936676,3.9162330627441406,1.0199309587478638,5.222419738769531,,,,,,,199
15,,,,,0.13478374481201172,4.157305717468262,1.0388157367706299,5.330904960632324,,0.33274808526039124,207
16,0.1346004456281662,4.830306529998779,1.0486063957214355,6.214299201965332,,,,,,,209
16,0.11662273854017258,3.7199573516845703,1.0149869918823242,4.984308242797852,,,,,,,219
16,,,,,0.13004276156425476,4.049070835113525,1.0440994501113892,5.223212718963623,,0.32798781991004944,220
17,0.13896799087524414,4.213390827178955,1.0577181577682495,5.641222953796387,,,,,,,229
17,,,,,0.13108672201633453,3.938782215118408,1.0261812210083008,5.096050262451172,,0.3225861191749573,233
18,0.10934022814035416,3.8875434398651123,1.022468090057373,5.16478157043457,,,,,,,239
18,,,,,0.12313930690288544,3.936368465423584,1.0354571342468262,5.094964981079102,,0.31075653433799744,246
19,0.09543727338314056,3.74957537651062,1.016451120376587,4.960880279541016,,,,,,,249
19,0.14831528067588806,3.6226589679718018,1.0214025974273682,5.133848190307617,,,,,,,259
19,,,,,0.11465442180633545,3.7768874168395996,1.0363909006118774,4.9279327392578125,,0.2993430197238922,259
20,0.13056547939777374,3.4293956756591797,0.9904860258102417,4.7807698249816895,,,,,,,269
20,,,,,0.11150908470153809,3.7622547149658203,1.0421254634857178,4.915888786315918,,0.29585906863212585,272
21,0.16477784514427185,3.5857510566711426,0.9967788457870483,5.094176769256592,,,,,,,279
21,,,,,0.14552010595798492,3.7199110984802246,1.0329233407974243,4.898354530334473,,0.322824627161026,285
22,0.08532213419675827,3.4258596897125244,1.017580509185791,4.7719573974609375,,,,,,,289
22,,,,,0.1427203118801117,3.6254355907440186,1.0278403759002686,4.795996189117432,,0.3245700001716614,298
23,0.10561177879571915,3.1283915042877197,1.000543236732483,4.6268792152404785,,,,,,,299
23,0.23628178238868713,3.2992172241210938,0.9846983551979065,4.8152546882629395,,,,,,,309
23,,,,,0.1064930409193039,3.655597686767578,1.0305640697479248,4.792654991149902,,0.28670835494995117,311
24,0.12727856636047363,3.620274782180786,1.0052645206451416,5.400195121765137,,,,,,,319
24,,,,,0.10969924926757812,3.606851100921631,1.0186831951141357,4.735233783721924,,0.2850218415260315,324
25,0.3355555534362793,3.238818883895874,0.9750471115112305,5.09193229675293,,,,,,,329
25,,,,,0.12284000217914581,3.5689537525177,1.0035715103149414,4.695364952087402,,0.2914787232875824,337
26,0.10374753922224045,3.4564573764801025,1.0022251605987549,4.999483108520508,,,,,,,339
26,0.14617697894573212,3.4079744815826416,0.9530898928642273,5.077033042907715,,,,,,,349
26,,,,,0.14305874705314636,3.4440999031066895,0.9914657473564148,4.578624248504639,,0.31110233068466187,350
27,0.12668684124946594,2.8471572399139404,0.9632049202919006,4.511439323425293,,,,,,,359
27,,,,,0.19763274490833282,3.334571361541748,0.9799848794937134,4.512188911437988,,0.3584843575954437,363
28,0.15995675325393677,2.8188235759735107,0.9474958181381226,4.466030120849609,,,,,,,369
28,,,,,0.2127353698015213,3.279348850250244,0.9723060727119446,4.464390277862549,,0.37165001034736633,376
29,0.14091090857982635,3.4086523056030273,0.9518159627914429,5.097212314605713,,,,,,,379
29,0.13910837471485138,2.992076873779297,0.9617881178855896,4.64841890335083,,,,,,,389
29,,,,,0.2001013308763504,3.2212729454040527,0.9677854776382446,4.38916015625,,0.3626578450202942,389
30,0.3379276394844055,2.8164608478546143,0.9788163900375366,4.44836950302124,,,,,,,399
30,,,,,0.16115625202655792,3.27777099609375,0.9711252450942993,4.410052299499512,,0.3258044123649597,402
31,0.20182979106903076,3.076399803161621,0.9227850437164307,4.815160274505615,,,,,,,409
31,,,,,0.1350921094417572,3.2483410835266113,0.9768940210342407,4.360327243804932,,0.29659539461135864,415
32,0.13244129717350006,3.15506911277771,0.9814342260360718,4.591455459594727,,,,,,,419
32,,,,,0.11930352449417114,3.2210533618927,0.9904482960700989,4.330804824829102,,0.2744617760181427,428
33,0.060781676322221756,3.635558605194092,1.0868239402770996,4.985217094421387,,,,,,,429
33,0.1596432328224182,2.6458024978637695,0.933732807636261,4.301159858703613,,,,,,,439
33,,,,,0.13651052117347717,3.086512327194214,0.9746084213256836,4.197631359100342,,0.28490132093429565,441
34,0.20819559693336487,2.4310834407806396,0.8857929706573486,4.45628547668457,,,,,,,449
34,,,,,0.11083106696605682,2.9755828380584717,0.9749778509140015,4.061392307281494,,0.2579987943172455,454
35,0.12469061464071274,2.688312292098999,0.9342036247253418,4.417837619781494,,,,,,,459
35,,,,,0.09873233735561371,2.8876290321350098,0.975884735584259,3.9622459411621094,,0.24523110687732697,467
36,0.1384522020816803,2.213989019393921,0.8828482031822205,4.0791544914245605,,,,,,,469
36,0.09909531474113464,2.502744436264038,0.9343507289886475,4.094554901123047,,,,,,,479
36,,,,,0.09386549144983292,2.836005210876465,0.9808969497680664,3.9107673168182373,,0.24036283791065216,480
