epoch,loss_train/mse_loss,loss_train/stft_loss_magnitude,loss_train/stft_loss_spectral_convergence,loss_train/total_loss,loss_val/mse_loss,loss_val/stft_loss_magnitude,loss_val/stft_loss_spectral_convergence,loss_val/total_loss,metrics/MAE_val,step
0,,,,,1.071183204650879,1.624393343925476,0.8292922973632812,3.524868965148926,0.8382503390312195,8
1,1.0827783346176147,1.585883617401123,0.8164980411529541,3.4851598739624023,,,,,,9
1,,,,,1.0825027227401733,1.6321147680282593,0.8250494599342346,3.5396668910980225,0.8451034426689148,17
2,1.0656858682632446,1.7948529720306396,0.823150634765625,3.683689594268799,,,,,,19
2,,,,,1.067035436630249,1.5677913427352905,0.8263828158378601,3.461209774017334,0.846248209476471,26
3,1.0767878293991089,1.4587136507034302,0.811874508857727,3.3473758697509766,,,,,,29
3,,,,,1.0696536302566528,1.492968201637268,0.8282586336135864,3.3908803462982178,0.8548440337181091,35
4,1.0667890310287476,1.9304752349853516,0.8582920432090759,3.8555562496185303,,,,,,39
4,,,,,1.0696077346801758,1.465665340423584,0.8273773193359375,3.3626503944396973,0.8580699563026428,44
5,1.0717514753341675,1.4585988521575928,0.8165759444236755,3.346926212310791,,,,,,49
5,,,,,1.0466794967651367,1.449852705001831,0.8263270854949951,3.322859048843384,0.8411562442779541,53
6,1.059386968612671,1.3054789304733276,0.8059653639793396,3.1708312034606934,,,,,,59
6,,,,,1.0500818490982056,1.5136089324951172,0.8348796963691711,3.3985702991485596,0.8292235136032104,62
7,1.0489239692687988,1.9553532600402832,0.8606274724006653,3.8649046421051025,,,,,,69
7,,,,,1.0389691591262817,1.4586405754089355,0.8488019704818726,3.34641170501709,0.8272694945335388,71
8,1.0461163520812988,1.4936414957046509,0.8555619716644287,3.395319938659668,,,,,,79
8,,,,,1.0392324924468994,1.3843482732772827,0.8508607745170593,3.2744414806365967,0.8293474316596985,80
9,1.0377720594406128,1.4362481832504272,0.8430691957473755,3.317089557647705,,,,,,89
9,,,,,1.0308268070220947,1.3563625812530518,0.8421576619148254,3.2293472290039062,0.832197904586792,89
10,,,,,1.0286660194396973,1.3474438190460205,0.8393667340278625,3.2154765129089355,0.8335390686988831,98
11,1.0370622873306274,1.2292264699935913,0.823479175567627,3.0897679328918457,,,,,,99
11,,,,,1.0286121368408203,1.3457224369049072,0.8332237601280212,3.2075583934783936,0.835187554359436,107
12,1.0336459875106812,1.1369588375091553,0.8364275097846985,3.0070323944091797,,,,,,109
12,,,,,1.0247200727462769,1.349406123161316,0.8393130302429199,3.2134392261505127,0.8329393267631531,116
13,1.022512435913086,1.4378175735473633,0.8265928626060486,3.2869229316711426,,,,,,119
13,,,,,1.0208772420883179,1.3852378129959106,0.8419426083564758,3.2480576038360596,0.8304806351661682,125
14,1.0162502527236938,1.5313704013824463,0.8371650576591492,3.3847856521606445,,,,,,129
14,,,,,1.013075590133667,1.3795324563980103,0.8395227789878845,3.232130765914917,0.8299664258956909,134
15,1.0167148113250732,1.4183512926101685,0.8264236450195312,3.2614898681640625,,,,,,139
15,,,,,1.0142186880111694,1.3824290037155151,0.8361937403678894,3.2328414916992188,0.8328728675842285,143
16,1.010515809059143,1.9692968130111694,0.817775547504425,3.797588348388672,,,,,,149
16,,,,,0.9973335266113281,1.3730806112289429,0.8340268135070801,3.2044408321380615,0.8277993202209473,152
17,1.0075218677520752,1.47319757938385,0.8371257185935974,3.317845344543457,,,,,,159
17,,,,,1.0002974271774292,1.3757262229919434,0.82848060131073,3.2045040130615234,0.8333232998847961,161
18,1.0103535652160645,1.1644601821899414,0.8095319867134094,2.9843456745147705,,,,,,169
18,,,,,0.9859240651130676,1.3767099380493164,0.8254625201225281,3.188096761703491,0.8264433145523071,170
19,0.9950440526008606,1.1759047508239746,0.7892646193504333,2.9602134227752686,,,,,,179
19,,,,,0.9861498475074768,1.3662171363830566,0.8249849677085876,3.1773521900177,0.8248459696769714,179
20,,,,,0.9781915545463562,1.3663108348846436,0.8242973685264587,3.168799877166748,0.8217014670372009,188
21,0.9869481325149536,1.317463994026184,0.8005360960960388,3.104948043823242,,,,,,189
21,,,,,0.978066086769104,1.354600191116333,0.8246771693229675,3.1573433876037598,0.8179851174354553,197
22,0.9835260510444641,1.610743522644043,0.8384921550750732,3.4327616691589355,,,,,,199
22,,,,,0.9738419055938721,1.342850685119629,0.8253861665725708,3.1420786380767822,0.8103423714637756,206
23,0.9763503074645996,1.2584359645843506,0.8132233023643494,3.0480096340179443,,,,,,209
23,,,,,0.9798975586891174,1.3362817764282227,0.8246033191680908,3.140782594680786,0.8144921064376831,215
24,0.9820598363876343,1.1865663528442383,0.7855913043022156,2.9542174339294434,,,,,,219
24,,,,,0.9879854917526245,1.3275507688522339,0.8218932747840881,3.13742995262146,0.8225160837173462,224
25,0.9644492864608765,1.4551068544387817,0.8332270383834839,3.2527832984924316,,,,,,229
25,,,,,0.9684960246086121,1.3293935060501099,0.8182114958763123,3.116101026535034,0.8202197551727295,233
26,0.9618900418281555,1.3571152687072754,0.8250441551208496,3.1440494060516357,,,,,,239
26,,,,,0.9680913686752319,1.3261464834213257,0.8150197267532349,3.109257459640503,0.8262867331504822,242
27,0.9617247581481934,1.4275989532470703,0.810422956943512,3.199746608734131,,,,,,249
27,,,,,0.9629504680633545,1.3227486610412598,0.8142148852348328,3.099914073944092,0.825992226600647,251
28,0.9501605033874512,1.7286072969436646,0.8394845128059387,3.518252372741699,,,,,,259
28,,,,,0.9655152559280396,1.2975963354110718,0.8198097348213196,3.0829215049743652,0.8248512148857117,260
29,0.9552720785140991,1.5025551319122314,0.8316783308982849,3.2895054817199707,,,,,,269
