epoch,loss_train/mse_loss,loss_train/stft_loss_magnitude,loss_train/stft_loss_spectral_convergence,loss_train/total_loss,loss_val/mse_loss,loss_val/stft_loss_magnitude,loss_val/stft_loss_spectral_convergence,loss_val/total_loss,metrics/MAE_test,metrics/MAE_val,step
0,0.09227810800075531,5.660660743713379,1.1155036687850952,6.873568534851074,,,,,,,9
0,,,,,0.1976887434720993,5.266915321350098,1.023488998413086,6.48809289932251,,0.42765873670578003,12
1,0.44852644205093384,4.937658309936523,1.0116326808929443,6.3994550704956055,,,,,,,19
1,,,,,0.3931993246078491,5.0087080001831055,1.0107618570327759,6.4126691818237305,,0.6138638257980347,25
2,0.3044280707836151,4.592925548553467,1.0124329328536987,5.912998199462891,,,,,,,29
2,,,,,0.17936280369758606,5.14007568359375,1.0257498025894165,6.345188140869141,,0.40601468086242676,38
3,0.1855686455965042,4.987874507904053,1.0350946187973022,6.213232517242432,,,,,,,39
3,0.20942999422550201,4.3672895431518555,1.0159051418304443,5.595041275024414,,,,,,,49
3,,,,,0.22885176539421082,4.9624786376953125,1.0188405513763428,6.210170745849609,,0.4620189666748047,51
4,0.2416759878396988,4.735184192657471,1.0291638374328613,6.012694358825684,,,,,,,59
4,,,,,0.20583215355873108,4.929069995880127,1.0205862522125244,6.15548849105835,,0.43622031807899475,64
5,0.1873420774936676,4.174957752227783,1.0199116468429565,5.388266563415527,,,,,,,69
5,,,,,0.17288359999656677,4.808114051818848,1.0257151126861572,6.006712436676025,,0.39766478538513184,77
6,0.17090176045894623,4.150033473968506,1.0156707763671875,5.342909812927246,,,,,,,79
6,0.16940978169441223,4.578425884246826,1.0373138189315796,5.790124416351318,,,,,,,89
6,,,,,0.16157059371471405,4.632882595062256,1.0261048078536987,5.820558547973633,,0.38305526971817017,90
7,0.144718199968338,4.595407485961914,1.0417932271957397,5.7885918617248535,,,,,,,99
7,,,,,0.14023461937904358,4.456155776977539,1.0253537893295288,5.621744155883789,,0.3492054045200348,103
8,0.13475647568702698,4.6534576416015625,1.0435147285461426,5.837920188903809,,,,,,,109
8,,,,,0.1333409994840622,4.424565315246582,1.025272011756897,5.583178520202637,,0.3415875732898712,116
9,0.14399051666259766,3.837261199951172,1.0368953943252563,5.032400131225586,,,,,,,119
9,0.12627488374710083,3.987670421600342,1.0577523708343506,5.179447174072266,,,,,,,129
9,,,,,0.13067856431007385,4.270440101623535,1.0170613527297974,5.418179988861084,,0.3275534510612488,129
10,0.16007427871227264,3.3407511711120605,0.9653984308242798,4.482935428619385,,,,,,,139
10,,,,,0.10965876281261444,4.152915954589844,1.0131285190582275,5.275702953338623,,0.2902544438838959,142
11,0.1056329533457756,3.245682716369629,1.0054326057434082,4.362180709838867,,,,,,,149
11,,,,,0.11283936351537704,3.7912793159484863,0.9998003244400024,4.903918266296387,,0.27845892310142517,155
12,0.11327482014894485,3.4442484378814697,1.0041754245758057,4.574288368225098,,,,,,,159
12,,,,,0.09594713896512985,3.8486416339874268,1.0287549495697021,4.973343849182129,,0.2517337203025818,168
13,0.09564772248268127,3.206505298614502,1.0253700017929077,4.336045742034912,,,,,,,169
13,0.06039655581116676,4.048995494842529,1.0897997617721558,5.2196574211120605,,,,,,,179
13,,,,,0.08041443675756454,3.7879538536071777,1.0083682537078857,4.876736640930176,,0.23078671097755432,181
14,0.045530468225479126,3.07659649848938,1.0321331024169922,4.156235694885254,,,,,,,189
14,,,,,0.0772116631269455,3.7432150840759277,1.0059906244277954,4.826417446136475,,0.22970843315124512,194
15,0.1403135359287262,2.709686040878296,0.9666203856468201,3.8423871994018555,,,,,,,199
15,,,,,0.07444538176059723,3.405515193939209,0.9986626505851746,4.478623390197754,,0.22311177849769592,207
16,0.0621587336063385,2.7179646492004395,0.9975502490997314,3.7874763011932373,,,,,,,209
16,0.060954269021749496,3.4613702297210693,1.0801091194152832,4.618078708648682,,,,,,,219
16,,,,,0.06776569783687592,3.254246234893799,0.993106484413147,4.315118312835693,,0.20778913795948029,220
17,0.06519468873739243,2.725273370742798,1.0131975412368774,3.8253939151763916,,,,,,,229
17,,,,,0.05600713565945625,3.133605480194092,1.0091841220855713,4.19879674911499,,0.18333086371421814,233
18,0.06573083251714706,2.8600118160247803,0.9987524151802063,3.9407615661621094,,,,,,,239
18,,,,,0.04854756221175194,3.196331024169922,1.0328601598739624,4.27773904800415,,0.1681806743144989,246
19,0.07947837561368942,2.9785258769989014,0.9675970673561096,4.075644493103027,,,,,,,249
19,0.07175865024328232,2.062788248062134,0.9493837952613831,3.1149404048919678,,,,,,,259
19,,,,,0.06479062885046005,3.128253221511841,1.0096992254257202,4.202742576599121,,0.20094816386699677,259
20,0.08425050973892212,2.2228612899780273,1.0221672058105469,3.3393800258636475,,,,,,,269
20,,,,,0.07673834264278412,2.9610800743103027,0.9785279035568237,4.016345977783203,,0.22310173511505127,272
21,0.06026976555585861,2.3872480392456055,1.0241113901138306,3.482651472091675,,,,,,,279
21,,,,,0.07962103933095932,2.9268271923065186,0.9665075540542603,3.9729557037353516,,0.22566357254981995,285
22,0.16228605806827545,2.1445682048797607,0.9916800260543823,3.3337666988372803,,,,,,,289
22,,,,,0.07229634374380112,2.895535707473755,0.9802315831184387,3.948063611984253,,0.2159489095211029,298
23,0.07103004306554794,2.024083375930786,0.9650298953056335,3.088826894760132,,,,,,,299
23,0.10630469769239426,2.077476739883423,0.9800034165382385,3.1767313480377197,,,,,,,309
23,,,,,0.0769975334405899,2.797274112701416,0.9781295657157898,3.8524012565612793,,0.2235875427722931,311
