epoch,loss_val/mse_loss,loss_val/stft_loss_magnitude,loss_val/stft_loss_spectral_convergence,loss_val/total_loss,metrics/MAE_test,metrics/MAE_val,step
0,0.20837821066379547,1.8561958074569702,0.704685389995575,2.769259452819824,,0.36136120557785034,8
1,,,,,0.36494749784469604,,9
