epoch,loss_val/mse_loss,loss_val/stft_loss_magnitude,loss_val/stft_loss_spectral_convergence,loss_val/total_loss,metrics/MAE_test,metrics/MAE_val,step
0,0.2332417517900467,1.7997204065322876,0.7246654629707336,2.757627487182617,,0.387285977602005,8
1,,,,,0.3807625472545624,,9
