epoch,loss_train/mse_loss,loss_train/stft_loss_magnitude,loss_train/stft_loss_spectral_convergence,loss_train/total_loss,loss_val/mse_loss,loss_val/stft_loss_magnitude,loss_val/stft_loss_spectral_convergence,loss_val/total_loss,metrics/MAE_val,step
0,,,,,0.10906147956848145,2.757190704345703,1.1542147397994995,4.0204668045043945,0.26130518317222595,4
1,0.07993060350418091,3.486650228500366,1.2237606048583984,0.24183180928230286,,,,,,9
1,,,,,0.09080580621957779,3.0352118015289307,1.2771865129470825,4.403203964233398,0.23763100802898407,9
2,,,,,0.09125098586082458,3.099785804748535,1.2412357330322266,4.432272434234619,0.23679471015930176,14
3,0.07118374109268188,3.1518969535827637,1.5397639274597168,0.22080305218696594,,,,,,19
3,,,,,0.07356849312782288,3.019759178161621,1.627339243888855,4.720666885375977,0.21131442487239838,19
4,,,,,0.06562647968530655,2.8965322971343994,2.056063652038574,5.018222332000732,0.1974736452102661,24
5,0.06601791828870773,2.8293042182922363,1.909159779548645,0.2077135145664215,,,,,,29
5,,,,,0.07005376368761063,2.8640053272247314,1.7927359342575073,4.726795196533203,0.20545794069766998,29
6,,,,,0.06853149086236954,3.044625997543335,1.9120503664016724,5.025207996368408,0.20224638283252716,34
7,0.05407876893877983,3.7157835960388184,1.9116511344909668,0.20158971846103668,,,,,,39
7,,,,,0.06683974713087082,3.1637461185455322,2.0330114364624023,5.26359748840332,0.19948403537273407,39
8,,,,,0.06504616886377335,3.098839044570923,2.1531789302825928,5.31706428527832,0.1966131180524826,44
9,0.06252498179674149,2.966782569885254,2.0390284061431885,0.20477589964866638,,,,,,49
9,,,,,0.06458029896020889,2.9661333560943604,2.161165237426758,5.191878795623779,0.19586576521396637,49
10,,,,,0.064003586769104,2.970762252807617,2.205872058868408,5.24063777923584,0.19538934528827667,54
11,0.06024709343910217,3.3510475158691406,1.9022216796875,0.20653733611106873,,,,,,59
11,,,,,0.06860299408435822,3.069758653640747,1.8998559713363647,5.038217544555664,0.2024603933095932,59
12,,,,,0.0696074590086937,3.4294726848602295,1.9025884866714478,5.401668548583984,0.20446772873401642,64
13,0.06399377435445786,3.6645894050598145,2.013728380203247,0.2214166224002838,,,,,,69
13,,,,,0.06697108596563339,3.660975217819214,2.0593981742858887,5.787343978881836,0.20007102191448212,69
14,,,,,0.07577481120824814,3.6938788890838623,1.6126012802124023,5.382254123687744,0.21791572868824005,74
15,0.05298677831888199,4.095250129699707,2.038088798522949,0.2082594335079193,,,,,,79
15,,,,,0.07805776596069336,3.5528104305267334,1.5916262865066528,5.222494602203369,0.21683348715305328,79
16,,,,,0.10808432102203369,3.5334107875823975,1.2905316352844238,4.9320268630981445,0.26278191804885864,84
17,0.05804380401968956,4.024951934814453,1.6647017002105713,0.21323366463184357,,,,,,89
17,,,,,0.08606073260307312,3.5748493671417236,1.5045851469039917,5.1654953956604,0.22994451224803925,89
18,,,,,0.06642980128526688,3.5239951610565186,2.1413893699645996,5.731813907623291,0.19956247508525848,94
19,0.06324931234121323,3.560732126235962,1.947326898574829,0.21718654036521912,,,,,,99
19,,,,,0.06674706935882568,3.4252469539642334,2.074066638946533,5.566061019897461,0.19947963953018188,99
20,,,,,0.06118365004658699,3.2656056880950928,2.6481080055236816,5.974897384643555,0.18911276757717133,104
21,0.05705681070685387,3.2096855640411377,2.6758053302764893,0.20506538450717926,,,,,,109
21,,,,,0.06076185032725334,3.188502550125122,2.6978695392608643,5.947134494781494,0.18931269645690918,109
22,,,,,0.0632881447672844,3.077651262283325,2.286465644836426,5.427404880523682,0.1944686323404312,114
23,0.04983855411410332,3.2789223194122314,2.1804449558258057,0.18705999851226807,,,,,,119
23,,,,,0.06215682998299599,2.8860933780670166,2.4317786693573,5.380029201507568,0.19048957526683807,119
24,,,,,0.06118137761950493,2.8489789962768555,2.709527015686035,5.619687557220459,0.18924306333065033,124
25,0.05791720375418663,2.7954912185668945,2.7887940406799316,0.1996321827173233,,,,,,129
25,,,,,0.06066657230257988,2.756943464279175,2.7799031734466553,5.597513198852539,0.18941731750965118,129
26,,,,,0.06066729500889778,2.642057418823242,2.6268928050994873,5.329617500305176,0.18975217640399933,134
27,0.05576378107070923,2.4159204959869385,2.4697821140289307,0.18454378843307495,,,,,,139
27,,,,,0.061552416533231735,2.2901909351348877,2.532020330429077,4.883763790130615,0.19121873378753662,139
28,,,,,0.05978601053357124,2.13476300239563,2.675901174545288,4.870450019836426,0.18868331611156464,144
29,0.0550372414290905,2.41288685798645,2.1953110694885254,0.18028533458709717,,,,,,149
29,,,,,0.05974605306982994,2.1382298469543457,2.486388921737671,4.6843647956848145,0.18727631866931915,149
30,,,,,0.06743796914815903,2.1598219871520996,1.9049324989318848,4.132192611694336,0.20024819672107697,154
31,0.05435236543416977,2.063450336456299,2.9248461723327637,0.1792221963405609,,,,,,159
31,,,,,0.06837848573923111,2.0539956092834473,1.757412314414978,3.879786491394043,0.20380164682865143,159
32,,,,,0.05835732817649841,2.0820796489715576,2.3383429050445557,4.4787797927856445,0.18342573940753937,164
33,0.05743773654103279,2.089719772338867,1.7562717199325562,0.1742325723171234,,,,,,169
33,,,,,0.05846504494547844,2.066067695617676,2.3595786094665527,4.484111309051514,0.18482787907123566,169
34,,,,,0.05913429334759712,2.030203342437744,2.028404712677002,4.117742538452148,0.1856423169374466,174
35,0.04774284362792969,2.262625217437744,2.0247349739074707,0.16098552942276,,,,,,179
35,,,,,0.05668218061327934,1.9879199266433716,2.021282434463501,4.065884590148926,0.18265844881534576,179
36,,,,,0.05559609830379486,1.9463062286376953,2.1308913230895996,4.132793426513672,0.1771022528409958,184
37,0.0441533662378788,2.188267707824707,2.2752785682678223,0.1548248678445816,,,,,,189
37,,,,,0.055007148534059525,1.9147433042526245,2.1942195892333984,4.163969993591309,0.176683709025383,189
38,,,,,0.05281979963183403,1.8894553184509277,2.3050458431243896,4.247321128845215,0.17111051082611084,194
39,0.04411513730883598,2.113293170928955,1.8343510627746582,0.14883965253829956,,,,,,199
39,,,,,0.05271025374531746,1.8689111471176147,2.249236583709717,4.170857906341553,0.17170661687850952,199
40,,,,,0.05283309891819954,1.8715823888778687,2.186469316482544,4.110884666442871,0.17076589167118073,204
41,0.04131072759628296,2.2139196395874023,1.7428816556930542,0.14432865381240845,,,,,,209
