epoch,loss_val/mse_loss,loss_val/stft_loss_magnitude,loss_val/stft_loss_spectral_convergence,loss_val/total_loss,metrics/MAE_val,step
0,0.6053035259246826,5.320454120635986,1.00748610496521,6.933243751525879,0.7675793170928955,1
1,0.6026220321655273,5.2277512550354,1.0073963403701782,6.837769508361816,0.7658023238182068,3
2,0.45307835936546326,5.2351789474487305,1.0101438760757446,6.69840145111084,0.6609602570533752,5
